1.A,2.A,mir,{equals}
1.A,2.B,mir,{includes}
1.A,2.E,mir,{includes}
1.A,2.F,mir,{includes}
1.A,2.CD,mir,{includes}
1.A,2.GH,inferred,{includes}
1.C,2.A,inferred,{is_included_in}
1.C,2.B,inferred,{is_included_in}
1.C,2.E,mir,{disjoint}
1.C,2.F,inferred,{disjoint}
1.C,2.CD,mir,{is_included_in}
1.C,2.GH,inferred,{disjoint}
1.B,2.A,inferred,{is_included_in}
1.B,2.B,mir,{equals,includes}
1.B,2.E,mir,{includes}
1.B,2.F,inferred,{disjoint}
1.B,2.CD,inferred,{includes}
1.B,2.GH,inferred,{disjoint}
1.E,2.A,inferred,{is_included_in}
1.E,2.B,inferred,{is_included_in}
1.E,2.E,mir,{equals}
1.E,2.F,inferred,{disjoint}
1.E,2.CD,mir,{disjoint}
1.E,2.GH,inferred,{disjoint}
1.D,2.A,inferred,{is_included_in}
1.D,2.B,inferred,{is_included_in}
1.D,2.E,mir,{disjoint}
1.D,2.F,inferred,{disjoint}
1.D,2.CD,mir,{is_included_in,overlaps}
1.D,2.GH,inferred,{disjoint}
1.G,2.A,inferred,{is_included_in}
1.G,2.B,inferred,{disjoint}
1.G,2.E,inferred,{disjoint}
1.G,2.F,inferred,{is_included_in}
1.G,2.CD,inferred,{disjoint}
1.G,2.GH,mir,{is_included_in}
1.F,2.A,inferred,{is_included_in}
1.F,2.B,inferred,{disjoint}
1.F,2.E,inferred,{disjoint}
1.F,2.F,inferred,{equals}
1.F,2.CD,inferred,{disjoint}
1.F,2.GH,inferred,{equals}
1.H,2.A,inferred,{is_included_in}
1.H,2.B,inferred,{disjoint}
1.H,2.E,inferred,{disjoint}
1.H,2.F,inferred,{is_included_in}
1.H,2.CD,inferred,{disjoint}
1.H,2.GH,mir,{is_included_in}
